LogID,LogEntryDate,LogEntryTime,LogEntrySeconds,LogNotes,Battery,TPS,RPM,Speed,AirTemp,Load,CoolantTemp,Boost,TimingAdv,KnockSum,InjPulseWidth,LTFT_Bank1,KnockRetard,STFT_Bank1,Trans_Temp,OctaneFlag,VVTIntake,VVTExhaust,PurgeRelayDuty,ThrottleActuator,ETVIdleOpen,ISCLearnACoff,ISCLearnACon,AbsLoad,AccLoad,ActiveWGDC,PassiveWGDC,TargetIdleRPM,AirFlow,O2Sensor,O2Sensor2,WideBandAF,Custom
14,2022-12-22,12:40:16.58104,0.2479,,14.59267,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2022-12-22,12:40:16.59610,0.26048,,14.59267,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2022-12-22,12:40:16.61187,0.27432,,14.51934,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2022-12-22,12:40:16.62743,0.28634,,14.51934,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2022-12-22,12:40:16.64310,0.30152,,14.51934,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2022-12-22,12:40:16.65872,0.31382,,14.59267,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2022-12-22,12:40:16.67434,0.32778,,14.51934,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2022-12-22,12:40:16.67434,0.34038,,14.59267,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2022-12-22,12:40:16.69108,0.35397,,14.44601,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2022-12-22,12:40:16.70623,0.36732,,14.51934,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2022-12-22,12:40:16.72307,0.38012,,14.59267,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2022-12-22,12:40:16.73819,0.39571,,14.51934,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2022-12-22,12:40:16.75397,0.40995,,14.51934,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2022-12-22,12:40:16.76959,0.4265,,14.51934,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2022-12-22,12:40:16.78513,0.43979,,14.59267,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2022-12-22,12:40:16.80076,0.45396,,14.51934,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2022-12-22,12:40:16.80076,0.46753,,14.51934,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2022-12-22,12:40:16.81633,0.47965,,14.51934,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2022-12-22,12:40:16.83208,0.49426,,14.59267,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2022-12-22,12:40:16.84772,0.50575,,14.51934,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2022-12-22,12:40:16.86350,0.51773,,14.59267,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2022-12-22,12:40:16.86350,0.52935,,14.51934,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2022-12-22,12:40:16.87922,0.53971,,14.51934,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2022-12-22,12:40:16.89491,0.55343,,14.59267,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2022-12-22,12:40:16.91056,0.5644,,14.51934,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2022-12-22,12:40:16.91238,0.57556,,14.51934,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2022-12-22,12:40:16.92976,0.58685,,14.59267,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2022-12-22,12:40:16.94336,0.59895,,14.59267,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2022-12-22,12:40:16.94336,0.60989,,14.59267,12.9411764705882,1031.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2022-12-22,12:40:16.95865,0.62269,,14.44601,12.9411764705882,1031.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2022-12-22,12:40:16.97437,0.63564,,14.59267,12.9411764705882,1031.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2022-12-22,12:40:16.98993,0.65452,,14.44601,12.9411764705882,1031.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2022-12-22,12:40:17.00659,0.66539,,14.59267,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2022-12-22,12:40:17.02169,0.67727,,14.59267,12.5490196078431,1000,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2022-12-22,12:40:17.03312,0.68682,,14.51934,12.9411764705882,1031.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2022-12-22,12:40:17.03742,0.69877,,14.59267,12.9411764705882,1031.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2022-12-22,12:40:17.05386,0.7105,,14.44601,12.9411764705882,1031.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2022-12-22,12:40:17.05386,0.72202,,14.59267,12.9411764705882,1031.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2022-12-22,12:40:17.06892,0.73253,,14.59267,12.9411764705882,1031.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2022-12-22,12:40:17.08462,0.74556,,14.59267,12.9411764705882,1031.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2022-12-22,12:40:17.10029,0.75929,,14.59267,12.9411764705882,1031.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2022-12-22,12:40:17.11592,0.77285,,14.44601,12.9411764705882,1031.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2022-12-22,12:40:17.11592,0.78451,,14.59267,12.9411764705882,1031.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2022-12-22,12:40:17.13153,0.7954,,14.51934,12.9411764705882,1031.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2022-12-22,12:40:17.14792,0.8098,,14.59267,12.9411764705882,1031.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2022-12-22,12:40:17.16308,0.82168,,14.44601,12.9411764705882,1031.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2022-12-22,12:40:17.18073,0.83415,,14.59267,12.9411764705882,1031.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2022-12-22,12:40:17.18073,0.8443,,14.59267,12.9411764705882,1031.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2022-12-22,12:40:17.19571,0.85472,,14.59267,12.9411764705882,1031.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2022-12-22,12:40:17.21073,0.87027,,14.59267,12.9411764705882,1031.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2022-12-22,12:40:17.22712,0.88184,,14.51934,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2022-12-22,12:40:17.22712,0.89345,,14.51934,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2022-12-22,12:40:17.24222,0.90559,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2022-12-22,12:40:17.26152,0.9163,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2022-12-22,12:40:17.26152,0.92628,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2022-12-22,12:40:17.28992,0.9453,,14.51934,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2022-12-22,12:40:17.28992,0.9562,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2022-12-22,12:40:17.30945,0.96844,,14.51934,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2022-12-22,12:40:17.32149,0.97867,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2022-12-22,12:40:17.32149,0.98894,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2022-12-22,12:40:17.33784,1.00009,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2022-12-22,12:40:17.35359,1.01121,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2022-12-22,12:40:17.35359,1.02113,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2022-12-22,12:40:17.36861,1.03112,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2022-12-22,12:40:17.38577,1.0412,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2022-12-22,12:40:17.38577,1.05116,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2022-12-22,12:40:17.40111,1.06107,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2022-12-22,12:40:17.41693,1.07094,,14.51934,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2022-12-22,12:40:17.41693,1.08102,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2022-12-22,12:40:17.43196,1.09596,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2022-12-22,12:40:17.44761,1.10589,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2022-12-22,12:40:17.45861,1.11626,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2022-12-22,12:40:17.46663,1.12878,,14.51934,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2022-12-22,12:40:17.47971,1.13941,,14.51934,13.7254901960784,1093.75,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2022-12-22,12:40:17.49535,1.15356,,14.59267,13.7254901960784,1093.75,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2022-12-22,12:40:17.50892,1.16418,,14.59267,13.7254901960784,1093.75,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2022-12-22,12:40:17.51143,1.17601,,14.59267,13.7254901960784,1093.75,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2022-12-22,12:40:17.52766,1.18805,,14.44601,13.7254901960784,1093.75,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2022-12-22,12:40:17.54429,1.1997,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2022-12-22,12:40:17.54429,1.21096,,14.51934,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2022-12-22,12:40:17.56460,1.22583,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2022-12-22,12:40:17.57712,1.23596,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2022-12-22,12:40:17.59196,1.24979,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2022-12-22,12:40:17.60707,1.26066,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2022-12-22,12:40:17.60789,1.2732,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2022-12-22,12:40:17.62290,1.28607,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2022-12-22,12:40:17.63864,1.29628,,14.51934,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2022-12-22,12:40:17.63864,1.30587,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2022-12-22,12:40:17.67012,1.32392,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2022-12-22,12:40:17.67012,1.33573,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2022-12-22,12:40:17.68577,1.34831,,14.51934,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2022-12-22,12:40:17.70139,1.35844,,14.51934,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2022-12-22,12:40:17.70139,1.36964,,14.51934,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2022-12-22,12:40:17.71706,1.38385,,14.59267,13.7254901960784,1093.75,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2022-12-22,12:40:17.74049,1.39555,,14.59267,13.7254901960784,1093.75,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2022-12-22,12:40:17.74957,1.40854,,14.51934,13.7254901960784,1093.75,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2022-12-22,12:40:17.76468,1.41821,,14.59267,13.7254901960784,1093.75,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2022-12-22,12:40:17.76468,1.42887,,14.51934,13.7254901960784,1093.75,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2022-12-22,12:40:17.78033,1.4436,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2022-12-22,12:40:17.79733,1.45611,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2022-12-22,12:40:17.81187,1.47341,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2022-12-22,12:40:17.82752,1.48324,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2022-12-22,12:40:17.82752,1.49589,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2022-12-22,12:40:17.84315,1.50909,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2022-12-22,12:40:17.86305,1.52277,,14.51934,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2022-12-22,12:40:17.87456,1.53539,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2022-12-22,12:40:17.89386,1.54822,,14.51934,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2022-12-22,12:40:17.90352,1.55773,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2022-12-22,12:40:17.91114,1.57169,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2022-12-22,12:40:17.92225,1.58286,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2022-12-22,12:40:17.93923,1.59515,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2022-12-22,12:40:17.93923,1.60528,,14.51934,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2022-12-22,12:40:17.95383,1.61536,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2022-12-22,12:40:17.96986,1.62751,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2022-12-22,12:40:17.96986,1.6381,,14.51934,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2022-12-22,12:40:17.98544,1.65032,,14.59267,13.3333333333333,1062.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2022-12-22,12:40:18.00107,1.66178,,14.59267,13.7254901960784,1093.75,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2022-12-22,12:40:18.01669,1.67281,,14.59267,13.7254901960784,1093.75,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2022-12-22,12:40:18.01669,1.68287,,14.59267,13.7254901960784,1093.75,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2022-12-22,12:40:18.03384,1.70019,,14.59267,14.1176470588235,1125,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2022-12-22,12:40:18.04836,1.71182,,14.59267,14.1176470588235,1125,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2022-12-22,12:40:18.06410,1.72773,,14.59267,14.1176470588235,1125,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2022-12-22,12:40:18.07974,1.74054,,14.59267,14.5098039215686,1156.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2022-12-22,12:40:18.09616,1.75443,,14.59267,14.5098039215686,1156.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2022-12-22,12:40:18.11118,1.76499,,14.51934,14.5098039215686,1156.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2022-12-22,12:40:18.11118,1.77522,,14.59267,14.5098039215686,1156.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2022-12-22,12:40:18.13007,1.78693,,14.51934,14.5098039215686,1156.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2022-12-22,12:40:18.14449,1.79804,,14.59267,14.9019607843137,1187.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2022-12-22,12:40:18.14449,1.80793,,14.59267,14.9019607843137,1187.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2022-12-22,12:40:18.15851,1.82203,,14.51934,14.9019607843137,1187.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2022-12-22,12:40:18.17425,1.83533,,14.59267,14.9019607843137,1187.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2022-12-22,12:40:18.19078,1.85814,,14.51934,14.5098039215686,1156.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2022-12-22,12:40:18.20719,1.87016,,14.59267,14.5098039215686,1156.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2022-12-22,12:40:18.22182,1.88513,,14.59267,14.5098039215686,1156.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2022-12-22,12:40:18.23756,1.8953,,14.59267,14.9019607843137,1187.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2022-12-22,12:40:18.25323,1.91549,,14.59267,14.9019607843137,1187.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2022-12-22,12:40:18.26871,1.92818,,14.59267,15.2941176470588,1218.75,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2022-12-22,12:40:18.28434,1.94191,,14.59267,15.6862745098039,1250,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2022-12-22,12:40:18.30080,1.9548,,14.666,15.6862745098039,1250,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2022-12-22,12:40:18.31599,1.96931,,14.51934,15.6862745098039,1250,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2022-12-22,12:40:18.31685,1.98267,,14.59267,15.6862745098039,1250,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2022-12-22,12:40:18.33311,1.9932,,14.59267,16.078431372549,1281.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
156,2022-12-22,12:40:18.34776,2.01343,,14.59267,16.078431372549,1281.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2022-12-22,12:40:18.36646,2.02746,,14.51934,16.4705882352941,1312.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
158,2022-12-22,12:40:18.37958,2.04548,,14.59267,16.8627450980392,1343.75,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
159,2022-12-22,12:40:18.39523,2.05731,,14.59267,17.2549019607843,1375,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2022-12-22,12:40:18.41098,2.0731,,14.59267,17.2549019607843,1375,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2022-12-22,12:40:18.42654,2.08661,,14.51934,17.2549019607843,1375,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
162,2022-12-22,12:40:18.44211,2.09831,,14.59267,17.6470588235294,1406.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
163,2022-12-22,12:40:18.44211,2.10936,,14.59267,17.6470588235294,1406.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
164,2022-12-22,12:40:18.45781,2.12283,,14.59267,17.6470588235294,1406.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2022-12-22,12:40:18.47422,2.1376,,14.59267,17.6470588235294,1406.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2022-12-22,12:40:18.49018,2.14925,,14.59267,17.6470588235294,1406.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2022-12-22,12:40:18.50836,2.16584,,14.59267,17.6470588235294,1406.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
168,2022-12-22,12:40:18.52146,2.17639,,14.59267,17.6470588235294,1406.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2022-12-22,12:40:18.52146,2.18706,,14.59267,17.6470588235294,1406.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2022-12-22,12:40:18.53649,2.20304,,14.59267,17.6470588235294,1406.25,0,54,4725,54,,,,,,,,,,,,,,,,,,,,,,,,,,
171,2022-12-22,12:40:18.55237,2.21407,,14.59267,17.6470588235294,1406.25,0,54,4725,54,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2022-12-22,12:40:18.57133,2.23664,,14.51934,17.6470588235294,1406.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2022-12-22,12:40:18.58790,2.24698,,14.59267,18.0392156862745,1437.5,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2022-12-22,12:40:18.60115,2.25783,,14.59267,17.6470588235294,1406.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2022-12-22,12:40:18.60115,2.26907,,14.59267,17.6470588235294,1406.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
176,2022-12-22,12:40:18.62356,2.27987,,14.59267,17.6470588235294,1406.25,0,54,4724,54,,,,,,,,,,,,,,,,,,,,,,,,,,
